,tweet,sarcastic
710,men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long “you were supposed to be my ride or die ” okay so die then,1
711,i heard it might be snowing  sounds fake but okay can anyone verify,1
712,is this an earthquake because i am shook right now,1
713,and the hot air and bs she generates makes for a perfect backup energy source,1
714,how dare my friends have jobsboyfriendslives they should consider my feelings and be free when i am,1
715,going to mamps food will be the highlight of my day later can’t wait,1
716,a fun musical mashup is the country music playing at the gym with the one guy playing old eminem on his phone at full volume in the locker room shower ,1
717,according to a trump republican that is relative to penis size theres a video lol,1
718,not to brag but my thesis topic was so good that someone else published on it three months ago ,1
719,i am the highest i will ever be on 420 in my life i am on an airplane duh,1
720,just found ive been walking on a broken foot for the past 6 months ,1
721,it is all about women in stem struggles what about women in interactive media struggles i no longer win against my friends in smash because they major in goddamn video game,1
722,can cats wear nail polish,1
723,watched 127 hours kinda reminded me of this one time i got a bad splinter writing a book about it now hit me up for an autographed copy,1
724,love everything in my basket selling our before the sale was meant to start,1
725,thank you for your well balanced and thoughtful input,1
726,accidentally followed ccd guidelines instead of cdc guidelines and now i have covid and catholic guilt ,1
727,watching tik toks at full volume in the middle of the airport should be a federal offense,1
728,i’m gonna get a boob job so i call myself a customizable doll,1
729,friendly reminder you’re not vegan if you swallow cum,1
730,what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ,1
731,uh oh ben simmons will also have a steph curry type season 76ers better not trade him now,1
732,‘it’s only a game’ ,1
733,i love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995  thrilling ,1
734,oh good it is time for the bimonthly random power outage,1
735,wish i was the bitch that elijah hewson fucking hated sad ,1
736,might just fuck around and take some horse dewormer for the thrill of if maybe i’ll feel something,1
737,agreed this is ridiculous gotta cop a pair,1
738,why was i not told matthew stafford and cooper kupp eat breakfast together before i drafted robert woods over him,1
739,did you even watch a single la liga madrid game last season bruh varane isn’t that good anymore,1
740,can not wait til a bunch of pudgy suburban dads save the day with their firearms,1
741,throwback to when i answered the phone at work with “thank you for calling courtney my name is principal” wow i love myself,1
742,v excited to grant an extension to students who email me and my coteacher and get both of our names wrong,1
743,ima get up early tomorrow and make some tea and sit on the patio oh how i love to imagine things im never gonna do,1
744, thanks for shutting down the only disney store in northeastern ohio the other two stores went out of business yrs ago it’s not the same with shipping costs online not to mention le doll sales are an absolute nightmare online so unbelievably disappointing ,1
745,just booked to see david gray too am i 40,1
746,i may look happy on the outside bit on the inside i am dying painful sad,1
747,queer marriage is not allowed because it doesnt follow the ageold customs rituals practices culturla ethos and societal values but all cismen can commit infidelity with no consequences happy fuckin pride people  supremecourtofindia,1
748,can i use this chiamus for my ap lang speech about parallelism lmao,1
749,also if u met dream on hypixel congrats  im not jealous at all haha im totally normal haha good for you  haha,1
750,feels like 10 degrees wow catch me in south parks soaking up the rays ,1
751,i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands,1
752,when you order books from the bookstore a week in advance and then you wait three weeks for one book and when you finally email them about it they reply and say they cancelled your order ,1
753,leave it to the nice people of hutch to yell at me to eat shit while i run jokes on them i do,1
754,6 more hours and then a whoppingly massive 2days off work wowzers,1
755,me not turning up to work is a feminist movement actually,1
756,good news played out of my mind from the sand traps today bad news was in the sand traps a lot today,1
757,ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll,1
758,red among us guy hes hot dont come for me,1
759,stimulus checks should come with hand lotion a face mask and a bonus for every instagram bingos you do,1
760,hey guys i’m so happy to announce that i’m officially brain dead ,1
761,did you know abuse and alcoholism and depression will just disappear if the country is opened completely during a pandemic trumpisanidiot bidenharris2020,1
762,safe to say my life is a lot better,1
763,currently bombing aces on the volleyball court and math tests in the classroom studentathlete,1
764,if anyone wants to know how my nights going i tried making a private story on snapchat and instead made a group chat i hate my life,1
765,it’s amazing how many people get mad at you for simply raising questions such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”,1
766,my favorite part of flying is getting to walk past the rich people to get to my poor person seat,1
767,ah yes back spasms when i take a deep breath this is 28,1
768,being single during college must be really fun when ur not in a global pandemic,1
769,fisher i thought you said aids me yeah rachel really loves aids,1
770,why is this 30 yr old man trying to flirt w me at this wedding and talking about getting away with dating younger girls sir i will call the authorities,1
771,when i grow up i wanna be a sociopath,1
772,wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1
773,i have made a roommate complain tweet every day and he is done another thing but i am tired of negativity so i am gonna list all the things i like about him here they are,1
774,ah yes another afternoon with the wifi downreally makes working from home that extra bit more enjoyable ,1
775,jack antonoff once ur done with clairo i’m right here sweetie,1
776,why am i not famous yet cos i’m actually fucking hilarious,1
777,my life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’,1
778,don’t keep up with the joneses the joneses are broke,1
779,i see dettol toilet duck and zoflora are all trending on twitter now why could that be trumppressbriefing,1
780,i have just got up at five forty five on a sunday to watch the japanese grand prix as a ferrari fan and saw vettel jump and then fuck up the start and leclerc tangle with verstappen on turn 2 lovely stuff,1
781,are basically thieves quoting it’s in the small print so you can’t have a refund dates moved from summer to a 4 hour slot on a friday evening in november which is about as much use as a telescopic sight on a knifewewantarefund,1
782,it’s so rude that i’m not at the beach right now,1
783,sleep what’s that i’ve never heard of it,1
784,me you know for someone with chronic anxiety i think i am dealing with this pandemic quite well also me wow i forgot how good a freshly shaved undercut feels,1
785,love it when i forget to transfer my rent money over from my savings ,1
786,incredible scenes in nottingham as it begins to rain for the first time this hour,1
787,thank you so much for your insightful thoughts i’m sure is overjoyed that you “quite like him”,1
788,friends,1
789,love how badly i embarrass myself on nights out how iconic x,1
790,breaking my strict buying hiatus to get lisa’s album it’s much more likely than you’d think,1
791,it was almost 70 degrees today but no global warming doesnt exist ,1
792,according to my road rage the word of the day is asshat,1
793,halfway through snowboarding day 1 and pretty sure i have fallen at least 69 times ,1
794,i am a vegetarian but i eat fish ,1
795,top 3 ranked video games of all time 1 minecraft 2 roblox paintball 3 every single just dance,1
796,serious question if i nick a car and elope to gretna green to shut my family up how long will i do in prison can i finish my phd there think i have got a plan lads,1
797,afghanistan just completely crumbling after spending over 2 trillion usd and 240000 human lives over the course of 20 futile years of american occupation sounds amazing in theory sure but how are we gonna pay for it what’s next chocolate milk for everybody,1
798,petition to call erections social dickstanding,1
799,ahh yes quick peek at your page and you obviously know everything thank you for the enlightenment,1
800,ok so and i decided to record on the evening of the 6th just as absolutely nothing newsworthy was happening perfect timing as always to go over some of the best itsbups of 2020  and how we are settling into 2021 listen,1
801,i asked my husband to buy dog poo bags when he went out earlier and they would sold out so instead of going to another shop he bought bin bags so now i still can not clean up after the dog but if i happen to buy a donkey and need to clean up after that i am sorted,1
802,sure you have a paying job but are you a silver chick fil a rewards member ,1
803,me did you you find everything you were looking for customer why are you hiding something me are you hiding something,1
804,mentally i’m hiding in the walkin,1
805,love seeing 15 year olds being vaccinated in the states when i have to wait till the end of june for my first one,1
806,oh you’re just friends why’d u shave then,1
807,remember when everyone’s feeds were just retweeted giveaways looool those were the days,1
808,why are the olympics worried about athletes having too much sex when the curling teams do not even compete in the summer games,1
809,semester hasn’t even started and i’ve already had two breakdowns  this is gonna be a fun one,1
810,when you get woken up at 3am because of aftershocks from an earthquake ,1
811,if you do not like lemonade you are an extremist ,1
812,agreeing with the right to dunk on the centre is the real dialectical materialism,1
813,my favorite gay drama is the social network,1
814,texmex restaurants that stop serving breakfast tacos after 103011 am are the reason i have trust issues,1
815,i love giving a lecture to grad students on a topic i do not fully understand at 930am lt3 i need a coffee lmao,1
816,woke up at 3 am with a mad craving for pickles i guess that means i am expecting,1
817,babe stop i’m about to gleek,1
818,“please get a free shot or take a once weekly nose swab we will literally pay you to take time off to get the shot” czar nicholas king george charles i and so on,1
819,high stakes legos,1
820,it’s so easy to have the best day until someone lies to your face ,1
821,thank you i just shit my pants very cool ranbooemail,1
822,cade cunningham is my favorite basketball player please 2k ,1
823,rubbing my tears into my face is part of my skincare routine lol,1
824,broke doing assignments in order of due date woke doing assignments in order of priority wired spending 20 minutes on each class at a time and just go down the list,1
825,i got asked if i needed a kid’s menu today21 is treating me well ,1
826,funny how my phone starts turning into a piece of shit when the new iphone comes out ,1
827,sounds like the american dream ngl,1
828,people who think cancel culture goes too far never learned about excommunication,1
829,i’ve had more interesting conversations w my wall but alright,1
830,love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap ,1
831,idk how some girls put on makeup everyday is it just to take selfies or have you just not discovered netflix yet,1
832,well what a way to ruin easter thanks,1
833,has he given any clarification regarding what age harvey elliott needs to be before you can tackle him,1
834,the high tomorrow is 45 anyone wanna go to the pool,1
835,always remember thank your alexa just in case the ai take over one day,1
836,just your casual reminder that allbirthdaysmatter and i can’t stress this enoughfuck trump,1
837,sounds like a strong contender for goty,1
838,shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home ,1
839,just tested my egg drop at my apartment complex and it fell on a man’s head  but no worries he was bald so the yolk just wiped right off,1
840,being a business major is legal conversion therapy and must be stopped,1
841,fav this and i will not send you a name of a random person i will just get a fav on my tweet,1
842,i’m dying,1
843,i love health insurance so much fun paying 100’s a month and then 100’s for basic medical services that somehow aren’t covered america,1
844,old people don’t deserve rights,1
845,hot girls have tree shaped dents in their rear bumpers ,1
846,oh also my song with my middle school boyfriend was “143” by bobby brackins i really peaked geez,1
847,i picked next years musical alreadyelectro city obvious choice,1
848,i just saw the matt hancock video and now i’m scared that in ten days time he will climb out my telly,1
849,everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive i love the us health care system,1
850,why are toddlers allowed in public spaces,1
851,how nice of tonsillitis to join me on my holiday ,1
852,wait what the fuck that solo yolo is mad,1
853,i accidentally made butter when trying to whip cream this morning and i think that’s a great representation of how i’ve reached my capacity for working from home,1
854,maybe if i watched suits in year 12 i’d be studying law rn,1
855,will never understand why ppl do meth just buy a shit tonne of incense in bulk stupid,1
856,ahhh i get to listen to a cement mixer all day awesome,1
857,you know the one thing i really wish i could see i want a piers morgan esque interview with lilleejean where she is forced to explain her shitty behaviour and see if she storms off or comes up with some bs to make her look cute and innocent it would be a fun watch,1
858,wow ok unfollowing now was a big fan of putting your left leg in but just heard about taking your left leg out,1
859,only posting selfie’s on your own instagram account crazy right,1
860,do people with clear skin feel accomplished superior comfortable in their own skin what’s that like lmfao,1
861,so nice of my family to decide that i’m hosting a mother’s day brunch for everyone at my house,1
862,yo do yall do hysterectomies,1
863,do i need to aquire a wife before this happens or will i be assigned one,1
864,i get a lot of boy who cried wolf vibes from the red cross and their emergency blood shortages all the time,1
865,update holding hands with your mom and walking around campus also shows you are prepared for the independence college offers,1
866,i might be rubbish at driving and have a less than stellar career but i’m really good at making spanish omelette so you know there’s that,1
867,i always think going braless is a good idea until i am in public and am insecure because i am not wearing a bra,0
868,life is so much better with a heating blanket,0
869,sometimes i just go through my phone and look at pictures of my dog,0
870,was not back in the states for even 5 minutes before someone ran into me at the airport with their suitcase and said “ope sorry” i’m home ,0
871,in desperate need of and i can not stress this enough spring break,0
872,i have said it before and i will say it again but your mental health is so much more important than a good grade,0
873,i couldn’t have imagined how much fun i would have with people i’ve met through streaming i’m so thankful to live in this timeline even if it is relatively garbage,0
874,woke up to my dog sneezing on my face how’s your day going so far,0
875,does the salad offset the beers,0
876,why do i have a doctorate and miss the restaurant industry so much,0
877,“the more you toot the more you poop” my 6 yo nephew,0
878,perk of doing a newborn hearing screening on an slp’s baby not having to discuss speech and language milestones,0
879,fox news et al should be shut down absolutely heartbreaking  goptraitors,0
880,what’s more embarrassing is how terrible florida is doing with containing covid19 an utter disgrace wearing a mask to protect yourself and others is not embarrassing it’s leadership,0
881,yeah lydia making alaska proud ‍,0
882,publisher not developer,0
883,my neice 4 or 5 at the time loved playing mario kart 8 with her dad using the acceleration and steering assists before that she was mostly a spectator while he played kidfriendly games like ape escape,0
884,rant completely warranted market research is my thing and i lose count of how many times ux appears to be a distant concern compared to “but we must gather all of the data”,0
885,so excited just seen chitty bang bang car on the road in,0
886,my boys sam amp ben haigh 8 4 are huge fans of yours and would like to wish you a happy birthday all the way from england ps cant wait to try the colour challenge with the boys during lockdown great ideas to keep them busy  x,0
887,perhaps you could make your shop mobile and take essential items to hospitals and other key places so it makes it easier for staff to get items they need,0
888,ive been watching british streamers for too long i caught myself saying aircon instead of ac,0
889,i know starting up school again can be very stressful but pls remember to stay hydrated don’t overwhelm yourself and reach out for help if you need it my dms are open ,0
890,i lost the promise ring my boyfriend got for me about a year ago… and when he left for basic he let me keep the one i gave him since he couldnt take it well i found mine our rings are back together ,0
891,can anyone provide crutches in the eastleigh area help,0
892,postanunpopularfoodopinion salad cream on toast mmmmmmmm,0
893,getting very anxious waiting for thegrandtour,0
894,oh my what was that noise the dog isn’t happy either loudbang,0
895,happy new year,0
896,wait for the car driving down the path,0
897,driving to work singing along and oh story short i michael ball fistbumped my wrist straight into the roof of the car,0
898,there is a boiling hot place in hell for the bloke who brought and used his nail clippers in a library,0
899,fun fact i sing i morgan ar en annan dag to my daughter to get her to sleep and it works a charm eurovisionagain,0
900,yet again breaking the uk formula marketing rules please educate your staff,0
901,finally got my phone back crap samsung,0
902,leaving this assignment to the last minute was probably not a smart move w100,0
903,match play golf is just class to watch,0
904,as if we’re all actually going back to the footy tomorrow literally gonna be epic,0
905,give the ball bobby and he will score ,0
906,i love talking about feminism when i am drunk,0
907,quicksand is not as big of a problem in my adult life as i thought it would be,0
908,not really too fussed about clubs just wanna be able to book my driving test lol,0
909,not sure if this has been answered somewhere or not but are the mtx going to be live for early access or is that something for the 22nd,0
910,it is probably something closer to xenophobia which is someone hating someone else just because they are foreign i mean you are an english teacher arent you figured you might know that,0
911,i feel that 100 my anxiety stops me from talking to so many people i have let so many friendships die because i can not push myself to talk to them,0
912,well done and great leadership,0
913,congratulations jayden a worthy winner of the award and a bright future ahead of you,0
914,amazing simply amazing well done sky brown you are an inspiration to all of us,0
915,and so it begins the sunday back to school preparation ,0
916,i am settled for a night in front of the tv watching socceraid,0
917,home made pizza is in the oven we have made one each so there will be leftovers for lunch tomorrow ,0
918,whoever’s toddler ass sprayed the entire toilet backstage i hope you stub your toe and bite your tongue really hard also you were clearly dehydrated go drink some damn water like an adult,0
919,drive to work with no music kinda day,0
920,attack on titan i’m not ok saw a few leaks on purpose bc i like to torture myself and i’ll wait to read the whole chapter tomorrow but oh my god oh my god i’m hurting,0
921,i love shoegaze sm,0
922,men are so grimey,0
923,i hate when that guy on tiktok is all “i understand its easy to keep watching videos” like bro mind ya business,0
924,and we still wonder why girls are having issues with their body when you have places selling large and saying it is for sizes 1012  stop the bus i want off,0
925,am honestly so disturbed by the star signs changes like i’m a scorpio not a libra am so so stressed,0
926,nothing can ruin a summer like hayfever,0
927,ye,0
928,ye,0
929,wake up babe new bladee,0
930,i cannot stress how much i hate the noise of people eating can’t be downstairs when my parents are eating because it’s so fucking unbearable ,0
931,worst mistake you can ever make is not taking ur mates advice hands down,0
932,the world we live in today actually disgusts me,0
933,the world according to jeff goldblum is such a gift,0
934,man i miss my friends ,0
935,dominiccummings sack him or better yet charge him,0
936,plt slamming their brand name on everything winds me up you’ll find something really nice but it’s got ‘pretty little thing’ written in caps all over the front ,0
937,meh…drakes album don’t feel like there’s a song on there that i wanna listen to twice maybe it will grow on me ‍,0
938,here we go again we are expecting our third baby is due feb 2022 absolutely terrified of having 2 under 2 and a 10 year old but we move baby this is the last addition to the family so going to enjoy this for the very last time ,0
939,imagine your delivery being 2 hours late and imagine calling up your service team only for them to hang up at 10pm coincidentally the same time the office closes but it’s okay my £3 delivery fee is being refunded though ,0
940,imagine your delivery being 2 hours late and imagine calling up your service team only for them to hang up at 10pm coincidentally the same time the office closes but it’s okay my £3 delivery fee is being refunded though ,0
941,imagine your delivery being 2 hours late and imagine calling up your service team only for them to hang up at 10pm coincidentally the same time the office closes but it’s okay my £3 delivery fee is being refunded though ,0
942,finding vegetarian chocolate mousse is such an annoyingly hard task to do,0
943,i haven’t seen my best friend in over a year i am not coping well ,0
944,happy one year vegetarian to me ,0
945,i do not think they did but i could be wrong jon ronson interviewed a guest booker for the jeremy kyle show for his book the psychopath test theres a short exerpt of it here it paints an ugly picture of how these guests were viewed and manipulated,0
946,there are so many films i want to see atm this would be amazing ,0
947,yes neu ,0
948,one positive of being stuck inside all the time is i have almost got back to being as good at fifa as when i was 15 and i consider that an achievement,0
949,having my first experience of a whetherspoon hotel tonight and pleased to report that while the bed is comfy the bathroom smells suspiciously of cider,0
950,theres a gigantic newly opened posh box of chocolates in the kitchen at work marked for everyone and now i am wondering which one of my colleagues got dumped on valentines day,0
951,i think france will win euro2016 predict who will flop and come out on top at,0
952,this is the xi i think should start against russia at euro 2016 who would you pick myenglandxi via,0
953,two goals caused by two awful goalkeepers capitalonecup,0
954,i despise the racism within oldham,0
955,i am 21 years old and i still love harry styles as much as i did when i was 11,0
956,let’s bring it home biden,0
957,whenever i text scott in the middle of the night and tell him it’s been a rough night or that i’m tired he brings me breakfast home and this is the type of love language i’m here for ,0
958,i’m going back to work exactly 8 weeks postpartum and that just doesn’t sit right with me,0
959,i’m on a serious treat myself kick and i’m not mad about it,0
960,i just wanna lie in bed and eat skips and get paid for it,0
961,i am late to the same lecture every single week it is so embarrassing,0
962,cannot cope with uni reading it is doing my head in,0
963,i ask myself everyday why did i pick art,0
964,all these exams,0
965,bring me the horizons new song drown is my new favourite,0
966,spaghetti bolognese isn’t the same without garlic bread,0
967,bloody buzzing i’ve got a new job ,0
968,elrow at ushuaïa was bloody great,0
969,trains are so unreliable ,0
970,love frank oceans new album,0
971,mom put powdered carpet cleaner all over the floor and now it legit smells like we are living in a stable,0
972,rust is basically turning into subnautica 2,0
973,he is right not enough to warrant resubbing and at this point people are already talking about the next expansion because they are completely over this one,0
974,really interesting map you can tell a lot of love and care went into it,0
975,selling 2 x zutekh presents mella dee at square one manchester tickets 22nd august  £18 each cheaper than face value message me or to buy,0
976,i’ve got 4 weekend tickets available dm me,0
977,wouldn’t change you mads,0
978,off to london today for the aurora programme see all you girl bosses there ‍ iamaurora,0
979,one positive of the dark mornings is you can walk the dogs in your pyjamas and no one can tell ,0
980,submitted my application for phd funding today then shit myself and wanted to withdraw it ,0
981,been playing ghost of tsushima and i love it,0
982,trying to meet my friend and she’s literally lost in john lewis omg,0
983,do the people on love island not feel so awkward meeting their partners parents in a bloody bikini,0
984,it is been so lovely to see the world in blue and green and gold again this afternoon after a week or more of endless grey sunshine i have missed you,0
985,the little girl next door just dashed across the garden shouting i have got to put my mermaid tail on humbled by both her wardrobe and her sense of purpose,0
986,strong people have no need to bully bullies are never strong shouting and losing your temper are not signs of strength,0
987,bar woah knee,0
988,coronavirus looking at everyone going outside on their snaps,0
989,more life to me  23,0
990,i think everyone should get an air fryer good vibes only,0
991,the thought of one of my siblings getting my room when i go to uni makes me sad af,0
992,settings is such an interesting place,0
993,anyone else with atampt have no cell service,0
994,still havent fully comprehended i go back to work tomorrow,0
995,had an endoftheyear gathering with my ms coworkers tonight and it was just so nice to be together get vaccinated guys,0
996,that white one is definitely the best of the 3 love that,0
997,ok but seriously why did hasting’s go back to carmichael and tell her setting her up for the next season or am i just clutching at straws considering he was appealing toosurely there’s another one it didn’t tie the ends up it asked more questions thurwell wasn’t dead,0
998,grealish is just good you hate to admit it but damn,0
999,a christmas story about three years ago my mum told me that she’d bought me a present she wasn’t sure if i’d like it whether it was my kind of thing or not but she’d loved it so she’d bought it and put it away and then she lost it,0
1000,i wish facebook would introduce a ‘rude’ option on its ‘like’ panel i feel ‘wow’ doesn’t cover it maybe it could be a middle finger,0
1001,i wanted to be so much harsher about zoom meetings,0
1002,please i just want a gp that can prescribe me my bridging hormones,0
1003,i am so fucking tired of living in the uk,0
1004,someone on reddit the other day said that i ooze enby energy and i have been riding that high for the whole weekend,0
1005,yall ever chip your tooth from accidentally biting your tongue ring,0
1006,i gotta get out of this city i made 18 doordashing for an hour and a half  3 orders and only one tipped lmfao he was the sweetest tho he gave me a cash tip  a 300 tip on the app lt3 i miss him,0
1007,i have this reoccurring nightmare where i accidentally forget to put on shoes before school and i have to spend the whole day barefoot,0
1008,does he order 11 at once and drink each one at just over 5 minutes or do we have to take into account going to the bar either way it’s a disgrace and not what we should be promoting to the kids,0
1009,helmet cam belgiangp skyf1,0
1010,not having this arsenal kit looks like ajax and the goalie’s wearing the away kit,0
1011,me and my gf are on a reality tv show binge lately does anyone have any suggestions for particularly unhinged reality shows,0
1012,aw i had a dream i bought a big book of words and their meanings and now i’m awake and sad also in the dream i was wondering around the most magical librarybookstoregift shop,0
1013,i really hate goodreads notification system if i decline a friend request take it out my notifs ,0
1014,i want to join to become a validator of the first proofofperson blockchain idenainvite,0
1015,join me on to help save our planet in just 2 minutes a day unitedforgood,0
1016,i swear i heard this sample way back as far as london 2012 opening ceremony,0
1017,hi there i am told by the staff at fellowship square on this hot day that there is no cold water provision to full up reusable bottles unless i want to fill up from the toilet  is that actually my only option,0
1018,hip flask  dark rum  peppermint cordial  will be going to get some later though inspired  nice one,0
1019,that john carpenter  selection t is pure class yes i will take that one please ,0
1020,in terms of usability is there a more frustrating web site than ebay,0
1021,first proper coffee in 4 months,0
1022,broadband back starting to feel a bit more normal,0
1023,i can’t believe it’s been 20 years i’m still as much in love with them now as i was back then  they gave me the most amazing friend in  20yearsofblue,0
1024,frankie is so lucky to have some amazing people in his life those that haven’t bothered are missing out,0
1025,so i can go the pub have a meal go to the cinema hairdressers and a shopping spree yet won’t be allowed to see familyfriendsamp them meet my newborn baby ,0
1026,everyone  get vaccinated,0
1027,e10 petrol in the uk classic car scene is about to die,0
1028,i have got covid,0
1029,we watched this and were really saddened by the lack of deeper digging around this issue there was an air of blame uk jobless for not stepping up needs a proper investigation and not a fluff piece imo thanks for your tweet though,0
1030,congratulations to you both a happy life together…,0
1031,we think you are very very funny and veryveryvery etc …brave you nail the issue and put those that actually believe the comments you make to shame… please keep doing what you’re doing…,0
1032,shameless dead snow 2 misquote the sequel i did nazi coming can not wait,0
1033,cnoh3 what a blast thanks to amp the beautiful for your awesome messages much love ,0
1034,we will be giving classic cult and trashy movies away next week at our charity horror night  ,0
1035,missed this the first time round but a conversation i really wanted to see happen  great article,0
1036,this narrative of protection that women require is infantilising and offbase it implies requiring smothering as opposed to freedom to occupy spaces yknow as people,0
1037,being a girl is about garish blue eyeshadow mostly,0
1038,just came online to remind yall that davido is still the king,0
1039,drake literally ended everyone in the industry like,0
1040,happy new month to all my mutuals and friends on here wishing us all good health and more financial breakthrough this month,0
1041,passed my phd today and i could not be happier,0
1042,here is my book that noone will ever read ‍,0
1043,the is open again ,0
1044,the city is flying we’re fighting robots and i have a bow and arrow classic,0
1045,for anyone with three network you can upgrade or pre order over the phone online hasn’t been updated,0
1046,got some beers in for the keynote roll on 6pm,0
1047,my stray boy playing… he is looking well but still worried  will manage one day to grab him i got sliced up today though,0
1048,why do i get updates for bloody football all the time…,0
1049,do you walk past people and automatically think you’re defo a tory,0
1050,tankful for my 2090 tank cat,0
1051,how often,0
1052,all i want for christmas is fate collab rerun in 2021 alongside blu ray release,0
1053,gets james off ffs,0
1054,refs dashing out yellows to united players for jokes,0
1055,bring on diallo ffs nothing is working rn,0
1056,totall carloss wtf1,0
1057,marshalls in zandvoort be like wtf1,0
1058,wow did you see that  nice triple overtake from norris  imaginarygrandprix,0
1059,i’m usually pretty good at guessing the ending of a crime series but clickbaitnetflix had me changing my guess every episode so good highly recc,0
1060,wish i could ctrl  f my bedroom,0
1061,people in london are always asking me for directions  i am as lost as you ,0
1062,nan,0
1063,vaccine dose 1 thank you science,0
1064,just tried to make a hot chocolate using only cold milk and wondered why it didnt taste right that is where i am at today,0
1065,not me seriously debating buying a singular can of monsta energy of amazon because i am really craving one but i would feel guilty if i went into tesco just to buy one,0
1066,nakedformonstax this is a great hashtag ,0
1067,me and my mum just went through our cupboards to find some food for a food bank collection only to discover half of our food is out of date ,0
1068,definitely the best wweraw match in a long ass time glad damien priest is getting some shine,0
1069,i do not remember the last time a sixers game gave me a heart attack but this game was a roller coaster hell of an effort but those 10 missed foul shots really hurt,0
1070,i am big glad i am not a sonic fan because sega gassed them mfers up for a lot of nothing,0
1071,every time i see someone named david im like … wow… that really is a guy named david,0
1072,when my sister was younger she made comic series called “harry potter loves bacon” in which harry potter discovered a love for bacon,0
1073,ok call me crazy but sometimes i swear i get a little kombucha buzz,0
1074,no but the worst type of boy is the one that wears shorts and sandals when it’s snowing and constantly reminds you that it’s not that cold,0
1075,finally listening to luke’s album and i really like it very vibey,0
1076,why do people get so opinionated over other people going to uni like it’s my debt and my time i’m ‘wasting’ leave me alone,0
1077,doing kings worthy school quiz 910 face number 9 let us down thought it was but it was actually rolf harris fail ,0
1078,the most wonderful time of the year  in my element ,0
1079,completed it  _ jurassic coast macmillan mighty hike was tough but so rewarding up at 5am amp home by 10pm  but views to die for the best team ever jake completing it in his sliders which is a whole other…,0
1080,the forbidden grooves genius of love and maroon 5 were exactly the vibes i needed today thank u so much for sharing ur talent with us on ur live stream,0
1081,so pumped to see tonight ,0
1082,i needa win cmon wildcat william jwufambingo,0
1083,hello i just had my food shopping delivered by a man called gary and honestly he was one of the nicest drivers i have ever had he was attentive talkative and was interested in how our days had been please can you let his managers know asset to the company,0
1084,few of us who are in low classed jobs who are still in work as we are classed as essential workers are the same people who were claiming uc over the past few years amp got scrutinised for it universalcredit is trending because now people see how uc isnt just for lower class,0
1085,the key thing to remember here is these boys are someones loved one they did their best lets leave the hate racism isnt the answer either eurofinal euro2021,0
1086,any other rammstein fans randomly had their merch orders cancelled,0
1087,bbcfootball one simple question what the hell do we do all weekend no football no f1 gardening,0
1088,today has been a good day i didnt fall off a ladder my model train show tickets came i got mentioned on they liked my bostocks cup recommendation and more importantly they got my name right hurrah,0
1089,having neighbors is the worst ,0
1090,running on 2 hours of sleep the past 2 days ,0
1091,i just had to hide all ads from crumbl cookies cause i’m fat and can’t resist temptation ,0
1092,yeah i will probs try it out too,0
1093,shit healer,0
1094,it literally says in the article that he’s expected back next week,0
1095,living with a stright man is like living with a four year old,0
1096,all this extra time and i’m still not flossing,0
1097,if a dude says “females” i automatically don’t trust him,0
1098,simping for guys that don’t even know you exist is a different type of heart break,0
1099,sometimes i think i’m ready to live in an apartment either with the homies or by myself but then someone rings the doorbell and i get into a full blown anxiety attack because i think it’s someone trying to kill me lmao,0
1100,i’ve just spent 6 hours watching minecraft streamers instead of doing my homework i have no regrets,0
1101,when i was younger i used to think that time zones also could change by minutes and people in other towns could be in 1256 while i was in 114,0
1102,dogs and cats are happy animals i pity anyone who cannot love upon these magical creatured because of allergies only heathens dislike them i cannot be a part of a friendship where the alternate person has even the slightest disinterest in them,0
1103,i just deleted every tweet from beyond this year because connor wouldnt stop asking for my cringy ass twitter damn,0
1104,i just sewed through my finger and my brain is just like  how annoying is it that i just broke another needle and i am going to have to buy some more instead of ow i have 2 holes in my finger can i swap brains,0
1105,of course i was going to spend my birthday desperately trying not to poo myself,0
1106,sad because i’ve missed so much of oxford the past year but happy cuz i just saw a squirrel carrying it’s baby whilst writing my essay by the river i love it,0
1107,stolen from somewhere,0
1108,got my xqc hoodie and signed card a few days ago feelsgoodman,0
1109,beautiful animation and hype song what more could be asked for,0
1110,apple cider is back at dunks baby,0
1111,i cant wait to leave boston,0
1112,this is the first time in 6 years i haven’t had to move i am so relieved,0
1113,i love acknowledging the other twinks on campus hi friends,0
1114,it takes 2 minutes for me to paint my nails so sometimes i do it impulsively and then sit there looking at my hands like fuck i have things to do rn,0
1115,i want thai food right now ,0
